         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q7M421,      21.33,  0.2494563,      18.67,  0.3567846,       0.00,  0.1310185,       5.33,  0.2014000,       0.00,  0.1831018,       9.33,  0.2510323,       3.33,  0.2069625,  0.1454093, -0.1795898,   150
         Q7M422,       8.55,  0.1410843,      21.05,  0.3482633,       0.00,  0.0674580,       4.61,  0.2080658,       0.66,  0.1859374,      12.50,  0.2538674,       0.66,  0.1895364,  0.2504136, -0.1214539,   152
         Q5SIT4,      23.56,  0.3323885,      15.45,  0.3431365,      19.37,  0.2943012,       1.31,  0.1626099,       0.00,  0.1764736,       3.66,  0.2101153,       0.00,  0.2041207,  0.0682818, -0.1903561,   382
         Q5SKK7,      42.86,  0.4244276,      18.49,  0.3650039,       5.88,  0.3430075,       6.72,  0.2112496,       0.00,  0.1750243,      28.57,  0.3401612,       6.72,  0.2526444, -0.0255179, -0.1592855,   119
         Q5SI95,      52.03,  0.5208634,      16.89,  0.3855010,      11.49,  0.3632827,       8.78,  0.1905391,       4.05,  0.1884812,      19.59,  0.3544054,       4.73,  0.2732984, -0.1208790, -0.1753809,   148
         Q7M462,       2.86,  0.0961322,      10.71,  0.3207372,       0.00,  0.0602864,       9.29,  0.2213029,       3.57,  0.2089851,       8.57,  0.2191682,       3.57,  0.1777209,  0.2957425,  0.0425189,   140
         Q72LK7,      15.72,  0.2501895,      14.47,  0.3319773,       0.00,  0.1627987,       8.81,  0.2453837,       1.89,  0.2266196,       8.18,  0.2235753,       3.14,  0.2129575,  0.1483840, -0.1874691,   159
         Q5SLJ9,      14.04,  0.2572109,       7.02,  0.2831030,       0.00,  0.1977657,       2.92,  0.1148099,       0.00,  0.0952371,      11.11,  0.1880431,       2.34,  0.1564007,  0.1427016, -0.3332596,   171
         P61495,      56.52,  0.5223738,      27.83,  0.3971842,      21.74,  0.3527967,       6.09,  0.2445883,       4.06,  0.2704555,       8.12,  0.2706484,       1.16,  0.2842084, -0.1217936, -0.2418190,   345
         O14980,      11.84,  0.1790278,       7.79,  0.2350850,       0.00,  0.1341185,       0.62,  0.1018869,       0.00,  0.0870510,       3.43,  0.1638373,       0.00,  0.1278147,  0.2148392, -0.2821093,   321
         Q7SIB7,      19.47,  0.2406562,      21.63,  0.3725590,      16.11,  0.3262973,       4.57,  0.2235495,       1.68,  0.2496838,       6.01,  0.2149079,       1.68,  0.2168927,  0.1586753, -0.2331489,   416
         Q6X1E6,      25.66,  0.3127293,      32.74,  0.4081392,       0.00,  0.1543726,      12.39,  0.2902983,       2.65,  0.2693094,      22.12,  0.3266374,      14.16,  0.2678523,  0.0863621, -0.0940302,   113
         P26196,      20.39,  0.2810104,      15.05,  0.3008155,       3.88,  0.2097311,       4.85,  0.1717971,       0.00,  0.1695938,      13.59,  0.2305843,       1.94,  0.1923002,  0.1174902, -0.2406607,   206
         Q96YV5,       8.21,  0.2161558,      11.19,  0.3112500,       0.00,  0.1789437,       9.70,  0.1880291,       0.00,  0.1903789,      18.66,  0.2434987,       3.73,  0.1915521,  0.1805933, -0.2470766,   134
         Q9X1F5,      10.91,  0.2008868,      17.27,  0.3840421,       0.00,  0.2685954,       8.18,  0.1672136,       0.00,  0.1240976,      20.91,  0.2644688,       3.64,  0.1901182,  0.1961972, -0.2232080,   110
         P00921,      16.22,  0.2268960,      27.80,  0.4070826,       6.95,  0.2436702,      15.44,  0.3230711,      17.76,  0.3570552,      11.20,  0.2587980,       7.34,  0.2621504,  0.1703371, -0.0818196,   259
         Q5SM39,      58.10,  0.4498034,      36.19,  0.4496667,      34.29,  0.4254934,      14.29,  0.2742343,       0.95,  0.2549584,      29.52,  0.3905122,      10.48,  0.3031959, -0.0499717, -0.2251112,   105
         P02872,       6.47,  0.1801835,      15.95,  0.3640906,       6.03,  0.2297377,       8.19,  0.2418509,       2.59,  0.2386582,       9.05,  0.2227253,       0.00,  0.2079181,  0.2181994, -0.2301205,   232
         Q9W7K5,       9.64,  0.1931288,      18.67,  0.3309204,       7.23,  0.2177758,       6.33,  0.1986618,       4.22,  0.2067243,       9.94,  0.2341654,       6.33,  0.2302295,  0.2034535, -0.2635109,   332
         P35555,       9.88,  0.2166844,      35.80,  0.4135206,      30.86,  0.4824353,       3.09,  0.1163327,       0.00,  0.0777098,      11.11,  0.2361927,       3.70,  0.2571459,  0.1816067, -0.1155831,   162
         P83849,      31.59,  0.3646644,      22.87,  0.3355765,      12.79,  0.2439902,       4.46,  0.1726389,       6.40,  0.1873945,       6.40,  0.2232478,       3.68,  0.2139205,  0.0336884, -0.2088289,   516
         P23907,      28.30,  0.2663178,      26.42,  0.4219306,       0.00,  0.2559528,       8.49,  0.2883340,       4.72,  0.3142999,      22.64,  0.3691891,       5.66,  0.2766786,  0.1271577,  0.0157167,   106
         Q00511,      14.24,  0.2113893,      16.27,  0.3410807,       4.75,  0.1999327,       9.83,  0.2432405,       4.07,  0.2781612,       7.12,  0.2069828,       2.03,  0.2134758,  0.1832002, -0.1129412,   295
         Q8LAS7,      16.40,  0.2158519,      12.70,  0.3202190,       0.00,  0.1978937,       4.76,  0.1573635,       0.00,  0.1292813,      10.58,  0.2026837,       2.12,  0.1708999,  0.1828855, -0.1218973,   189
         Q02016,      12.92,  0.1774315,      17.54,  0.3351854,       0.00,  0.1372577,       4.00,  0.2066821,       2.46,  0.2257140,      10.77,  0.2353664,       2.77,  0.1967299,  0.2182041, -0.2055501,   325
         P83821,      39.92,  0.4021159,      22.69,  0.4104164,      19.75,  0.3745581,       8.82,  0.2296118,       5.04,  0.2299706,      15.55,  0.2722101,       7.14,  0.2573875, -0.0038792, -0.2424690,   238
         P02207,      20.81,  0.2471849,      30.87,  0.3810689,       0.00,  0.1903066,       5.37,  0.2188262,       0.00,  0.1978886,      26.85,  0.3100314,       4.03,  0.2258333,  0.1478902, -0.2459705,   149
         Q9KU16,       5.74,  0.1782630,       9.02,  0.2774677,       0.00,  0.0809261,       5.74,  0.1171385,       0.00,  0.0834272,      13.93,  0.2201217,       1.64,  0.1460697,  0.2216442, -0.2261077,   122
         P55792,      26.12,  0.2873484,      17.55,  0.3196064,       4.08,  0.2062318,       4.49,  0.2086732,       2.65,  0.2175966,       8.57,  0.2155789,       2.24,  0.2081340,  0.1105385, -0.1651782,   490
         O75368,      36.36,  0.4038515,      55.37,  0.5275819,      33.88,  0.4119992,      35.54,  0.4392388,      40.50,  0.4901156,      42.98,  0.4404141,      38.02,  0.4522002, -0.0015301,  0.0131685,   121
         Q8RBX6,      35.64,  0.3570204,      26.06,  0.3964150,      22.34,  0.3212700,       4.79,  0.2030878,       0.00,  0.1861273,      12.23,  0.2665395,       1.60,  0.2348649,  0.0424979, -0.0938302,   188
         O28480,      26.28,  0.2686855,      21.17,  0.3355164,      13.27,  0.2566932,       3.32,  0.1751443,       2.81,  0.1770090,       4.85,  0.2036448,       0.00,  0.1933334,  0.1282935, -0.2080530,   392
         P02699,       8.91,  0.0962586,      14.37,  0.2218658,       5.46,  0.1861817,       6.90,  0.0849037,       2.87,  0.0684775,      14.08,  0.1989318,       8.33,  0.1427698,  0.2912599, -0.3954253,   348
         Q9X286,      41.55,  0.4708223,      39.44,  0.4107719,      25.35,  0.3348354,       8.45,  0.1819936,       0.00,  0.1624059,      25.35,  0.3261155,       8.45,  0.2586849, -0.0700321, -0.0650789,   142
         Q6T6J0,       7.01,  0.2296169,      33.12,  0.4292923,       5.73,  0.2796156,       6.37,  0.2698000,       0.00,  0.2676484,      10.19,  0.2556937,       0.64,  0.2420086,  0.1700101, -0.1955159,   157
         Q53613,      21.41,  0.2540410,      22.49,  0.4047484,       1.08,  0.2888073,       8.67,  0.2824587,      12.47,  0.3321736,      11.38,  0.2676037,       5.96,  0.2568376,  0.1445773, -0.0845035,   369
         P15090,      25.95,  0.3482855,      17.56,  0.3710099,      21.37,  0.3062391,       7.63,  0.2374626,       0.00,  0.2480475,      19.85,  0.2998606,       2.29,  0.2507777,  0.0551319, -0.1815359,   131
         Q10466,      28.04,  0.3351982,      10.90,  0.3079748,       4.67,  0.2649277,       2.49,  0.1527545,       0.00,  0.1353317,       8.72,  0.2137599,       0.31,  0.1908365,  0.0632815, -0.1944604,   321
         Q8Z2X8,      18.99,  0.2495438,      12.97,  0.3298075,       0.00,  0.1485258,       2.53,  0.2552284,       3.16,  0.2815112,       6.01,  0.1924088,       0.95,  0.2180832,  0.1459957, -0.1821177,   316
         Q9X0C6,      28.06,  0.3367940,       9.49,  0.2928000,       0.00,  0.1854578,       2.37,  0.1512098,       0.00,  0.1464686,       9.88,  0.2309654,       0.79,  0.1930396,  0.0628967, -0.2464210,   253
         P50851,      20.53,  0.2024733,      11.35,  0.2989343,      11.11,  0.1738014,       4.59,  0.1668154,       0.97,  0.1488227,       7.97,  0.1923013,       3.86,  0.1682246,  0.1931339, -0.1657320,   414
         P75429,       4.63,  0.1154641,       5.34,  0.2631357,       0.00,  0.1096730,       1.42,  0.1149125,       0.00,  0.1229622,       5.34,  0.1642196,       0.36,  0.1301156,  0.2780557, -0.2185687,   281
         Q9RUV0,      13.33,  0.2425257,       6.67,  0.3179357,       0.00,  0.1623608,       4.31,  0.2730161,       1.57,  0.3006500,       9.80,  0.2084072,       1.57,  0.2237558,  0.1561347, -0.1627633,   255
         Q51792,      27.34,  0.3035776,       3.60,  0.3057895,       0.00,  0.1778160,       2.52,  0.2203082,       0.72,  0.2408838,       4.68,  0.1771203,       0.00,  0.2079465,  0.0973253, -0.2426042,   278
         Q20646,      24.49,  0.2738546,      24.49,  0.3334307,       0.00,  0.2333514,       6.12,  0.1713530,       0.00,  0.1423090,      14.80,  0.2476681,       4.59,  0.1947692,  0.1231914, -0.0535986,   196
         Q8VQF6,      16.12,  0.2959418,      11.08,  0.3040052,       1.76,  0.1959152,       6.05,  0.2324982,       3.78,  0.2406897,       7.56,  0.1949890,       2.77,  0.2113541,  0.1040802, -0.1620107,   397
         P52230,      23.21,  0.3058949,      17.86,  0.3295950,       0.00,  0.1717455,       9.82,  0.2178125,       0.00,  0.2165699,      18.75,  0.2609293,       7.14,  0.2218003,  0.0918140, -0.1866145,   112
         P04191,      21.43,  0.2944657,      17.51,  0.3181876,       7.65,  0.3001382,       2.62,  0.1782800,       3.52,  0.1888483,       3.82,  0.2032200,       0.70,  0.1971667,  0.1036601, -0.2533690,   994
         P61491,      57.24,  0.4946699,       9.66,  0.3183385,       4.14,  0.2622302,       7.59,  0.1892096,       0.69,  0.1857792,      14.48,  0.3063524,       1.38,  0.2490583, -0.0959816, -0.2643014,   145
         P09486,      32.45,  0.3427061,      27.81,  0.3619892,      18.54,  0.3438516,       6.62,  0.1952848,       0.00,  0.2120585,      15.23,  0.2782500,       3.97,  0.2317148,  0.0545505, -0.0138118,   151
         P11116,       6.72,  0.1729395,       6.72,  0.2975443,       0.00,  0.1819078,       4.48,  0.1779373,       0.00,  0.1380793,      11.19,  0.2061467,       0.00,  0.1654413,  0.2253695, -0.2005363,   134
         P12637,      14.29,  0.2338460,      21.71,  0.3323099,      17.14,  0.3800766,       7.14,  0.1801654,       1.43,  0.1612951,       6.00,  0.2054983,       1.43,  0.1855191,  0.1624568, -0.0423105,   350
         P01552,       8.37,  0.1269468,      28.87,  0.4033543,      16.32,  0.2603553,       8.79,  0.2293903,       6.28,  0.2488953,      11.30,  0.2592992,       9.21,  0.2547069,  0.2654916,  0.0284564,   239
         Q8Z4J1,      26.34,  0.3316657,      13.17,  0.3171032,       0.00,  0.2023762,       3.29,  0.2299581,       2.06,  0.2336871,       6.58,  0.2057931,       0.00,  0.2197012,  0.0705985, -0.1956440,   243
         P11998,      14.29,  0.1908032,      14.29,  0.2862140,       0.00,  0.1318838,       5.19,  0.1595812,       0.65,  0.1688706,      12.34,  0.2184982,       1.95,  0.1706613,  0.2095089, -0.2889346,   154
         P02631,      34.26,  0.3484973,      80.56,  0.6239077,      66.67,  0.5905319,      37.96,  0.4422232,      29.63,  0.4160196,      45.37,  0.5186696,      49.07,  0.4899748,  0.0488907,  0.0736478,   108
         P32447,      19.35,  0.2599217,      19.35,  0.3210838,       0.00,  0.2626721,       5.16,  0.1761761,       1.29,  0.1622670,      14.19,  0.2617466,       0.00,  0.1968659,  0.1389684, -0.1622348,   155
         P20703,       4.61,  0.1303125,      11.70,  0.2865606,       0.00,  0.1362987,       2.13,  0.1297748,       0.00,  0.1070815,       5.32,  0.1728986,       0.35,  0.1377714,  0.2659907, -0.1364161,   282
         P50579,      20.33,  0.2456294,      16.26,  0.3211973,      11.92,  0.2554179,      10.84,  0.2186003,       6.50,  0.2393468,       6.78,  0.1849935,      11.11,  0.2441975,  0.1502683, -0.1187605,   369
         Q8NX63,      15.74,  0.2072787,      33.19,  0.4494612,      18.30,  0.3244349,      16.60,  0.3004622,      16.17,  0.3404137,      20.00,  0.3198125,      14.89,  0.3236439,  0.1878702,  0.0181542,   235
         Q9YGA8,      11.64,  0.1923963,       9.56,  0.2817599,       1.46,  0.1359341,       4.99,  0.1622801,       2.70,  0.1556278,       4.99,  0.1706158,       1.04,  0.1604466,  0.2013143, -0.1357553,   481
         P09332,      14.23,  0.1978981,      36.59,  0.4438893,      23.58,  0.3092720,      18.70,  0.3053103,      15.85,  0.3373523,      15.45,  0.2652030,       5.69,  0.2582754,  0.2009458, -0.0774279,   246
         Q27198,       0.00,  0.0994011,      13.12,  0.2999406,       0.00,  0.1527678,       3.75,  0.1505212,       0.00,  0.1339650,       9.38,  0.1924421,       0.00,  0.1460450,  0.2973050, -0.0372528,   160
         P00747,      17.07,  0.2490696,      13.82,  0.2927420,       5.28,  0.2106353,       4.07,  0.1783703,       0.00,  0.1943090,       6.50,  0.1730808,       2.03,  0.1812619,  0.1497263, -0.1992627,   246
         P05982,      17.95,  0.2255275,      24.91,  0.3348833,      11.72,  0.2468533,       7.69,  0.1992370,       0.37,  0.1594991,      11.72,  0.2263694,       4.76,  0.2320616,  0.1678671, -0.1906478,   273
         P19120,      16.67,  0.2729463,      22.22,  0.3477723,       7.67,  0.2007865,       1.85,  0.2217520,       0.53,  0.2568719,       6.08,  0.1995817,       0.79,  0.2164874,  0.1278590, -0.1843832,   378
         P13507,      14.83,  0.1932404,      19.62,  0.3456391,       3.59,  0.1669099,       9.09,  0.2907976,       5.26,  0.2972304,       7.66,  0.2238215,       3.35,  0.2251215,  0.2045703, -0.0548363,   418
         P23668,       3.03,  0.2086724,      18.94,  0.3820284,      17.42,  0.3788960,       7.58,  0.2429629,       2.27,  0.2278437,      12.12,  0.2433596,       0.00,  0.2174778,  0.1908941, -0.1324951,   132
         P27559,       3.16,  0.1186215,      17.00,  0.3260372,       1.19,  0.1614344,       3.95,  0.1895613,       0.40,  0.1863743,       8.30,  0.2046486,       0.00,  0.1708738,  0.2785093, -0.1238095,   253
         P00950,      12.92,  0.2547065,      35.42,  0.4005592,      17.92,  0.2960368,      14.17,  0.2716529,       4.58,  0.2924601,       8.33,  0.2378789,       2.08,  0.2428762,  0.1447009, -0.1194062,   240
         P04509,       9.57,  0.1695087,       8.82,  0.2791940,       0.00,  0.0967049,       1.76,  0.1828430,       0.25,  0.1908165,       4.79,  0.1685823,       0.00,  0.1651574,  0.2290172, -0.1992528,   397
         P13466,      20.28,  0.2732175,      30.66,  0.4388263,      17.92,  0.3986953,      16.51,  0.3761782,      23.58,  0.4362602,      15.09,  0.2785016,      16.04,  0.3669466,  0.1257426, -0.0880466,   212
         P10927,      29.17,  0.3383853,      10.07,  0.3466862,       0.00,  0.1817424,       3.47,  0.2305021,       0.69,  0.2741077,       6.94,  0.2328054,       1.74,  0.2370811,  0.0611593, -0.1951644,   288
         P05451,      28.47,  0.2794207,      10.42,  0.3445989,       1.39,  0.1523850,       8.33,  0.2019951,       4.86,  0.1856421,      15.28,  0.2392730,       6.25,  0.2084883,  0.1184509, -0.0903360,   144
         P37552,      29.84,  0.3939813,      12.90,  0.3327869,       0.00,  0.1811786,       9.68,  0.2411533,       3.23,  0.2276946,      12.90,  0.2677081,       4.84,  0.2438873,  0.0063877, -0.2219317,   124
         P56199,      24.35,  0.3154292,      25.91,  0.3771640,      15.54,  0.2757403,       5.18,  0.2634959,       4.66,  0.2903869,       6.74,  0.2660142,       0.00,  0.2520816,  0.0827374, -0.1588396,   193
         Q00205,      15.88,  0.2373622,      25.91,  0.3625149,       2.79,  0.2013751,       5.29,  0.2345971,       4.46,  0.2681748,      13.93,  0.2589550,       3.90,  0.2269341,  0.1576367, -0.2074310,   359
         P04084,       4.92,  0.0931530,       9.02,  0.2688382,       5.74,  0.1921243,       5.74,  0.0867762,       0.00,  0.0309235,      17.21,  0.2023882,       1.64,  0.1136798,  0.2954146, -0.0735165,   122
         P80874,      17.72,  0.2918513,      15.92,  0.3368329,       8.41,  0.2292421,      10.21,  0.2702543,       9.31,  0.2926164,       8.11,  0.2048412,       8.71,  0.2709397,  0.1081750, -0.0917756,   333
         P02628,      10.09,  0.2489504,      61.47,  0.5372510,      32.11,  0.4487886,      11.01,  0.2105009,       0.00,  0.1523132,      22.94,  0.3259896,       3.67,  0.2458341,  0.1495959, -0.1444884,   109
         P31151,      29.00,  0.3437073,      68.00,  0.5473750,       0.00,  0.4087990,      18.00,  0.3536760,      13.00,  0.3505725,      37.00,  0.4583471,      15.00,  0.3422797,  0.0557425, -0.0156878,   100
         Q99497,      32.80,  0.3678791,      23.28,  0.3774587,       9.52,  0.2876032,       3.70,  0.2621958,       3.70,  0.2916609,      11.11,  0.2647047,       1.59,  0.2606499,  0.0312981, -0.2588225,   189
         P37231,       7.41,  0.1827069,       7.41,  0.3173112,       0.00,  0.2662754,       2.96,  0.1329000,       0.00,  0.1149693,       5.93,  0.1673749,       1.48,  0.1525438,  0.2153722, -0.2150862,   270
         P04171,      13.82,  0.2464804,      22.76,  0.3966390,       3.25,  0.3051015,      13.01,  0.3193626,       4.88,  0.3120531,      14.63,  0.2836579,       4.88,  0.2596987,  0.1509458, -0.1921755,   123
         P34948,      13.18,  0.2264846,      23.86,  0.3751736,       8.18,  0.2750593,       5.91,  0.2630860,       6.59,  0.2837197,       4.55,  0.2251526,       0.45,  0.2289361,  0.1707426, -0.1317561,   440
         P15873,      12.02,  0.2484545,      13.95,  0.3265679,       3.49,  0.2818190,       2.33,  0.1273621,       0.00,  0.1106541,       9.30,  0.1940624,       2.33,  0.1678502,  0.1517117, -0.1851002,   258
         P00299,      27.27,  0.3404855,      36.36,  0.4784161,      17.17,  0.3727292,      11.11,  0.3110454,       0.00,  0.2685693,      21.21,  0.3382320,       1.01,  0.2894580,  0.0595810, -0.1521959,    99
         P56252,      10.39,  0.1878854,      15.47,  0.3342535,       3.70,  0.2282031,       3.70,  0.2141679,       1.39,  0.2355103,       4.85,  0.1928440,       1.39,  0.1941102,  0.2111929, -0.1874071,   433
         P14170,       9.27,  0.1584744,      41.46,  0.4409521,      36.10,  0.3677398,       4.39,  0.2071425,       1.95,  0.1969974,      13.66,  0.2523444,       0.00,  0.2093185,  0.2345230, -0.1218209,   205
         P21697,       9.18,  0.1794779,      19.39,  0.4059117,       0.00,  0.2268736,      12.24,  0.3118185,       1.02,  0.3106269,      21.43,  0.2992072,       6.12,  0.2511737,  0.2185996, -0.2060749,    98
         P02619,       6.54,  0.2314028,      53.27,  0.5080562,       0.00,  0.3674493,       6.54,  0.1993355,       0.00,  0.1269727,      24.30,  0.3237156,       0.00,  0.2315806,  0.1654622, -0.1828376,   107
         Q15691,       7.69,  0.1226826,      17.69,  0.2889049,       0.00,  0.1329907,       7.69,  0.1243031,       0.00,  0.0685154,      21.54,  0.2421486,       3.85,  0.1410924,  0.2649735, -0.1807676,   130
         Q9IAT9,       0.83,  0.1203601,      25.62,  0.4039789,       9.09,  0.3865654,       6.61,  0.1075355,       0.00,  0.0557174,      16.53,  0.2044136,       0.00,  0.1486676,  0.2794616,  0.0314737,   121
         P37757,      28.71,  0.3205150,      10.97,  0.3289751,       0.00,  0.1817957,       9.03,  0.2976989,       7.74,  0.3244732,       6.13,  0.2014309,       1.94,  0.2455155,  0.0788071, -0.1794938,   310
         P0C0R2,      16.80,  0.2287221,      26.00,  0.3494292,       0.80,  0.2997636,       2.80,  0.1613261,       1.60,  0.1352053,      10.80,  0.2259570,       0.00,  0.1834399,  0.1633426, -0.1259315,   250
         O14188,       6.29,  0.1665547,      11.95,  0.2600961,       0.00,  0.1684888,       3.77,  0.1052232,       0.00,  0.0618192,      11.95,  0.1956536,       0.63,  0.1315578,  0.2270005, -0.2001928,   159
         P25663,      41.12,  0.3976267,      13.08,  0.2736135,       0.00,  0.1042070,      10.28,  0.1651523,       0.00,  0.1557470,      21.50,  0.2754980,       9.35,  0.2112729,  0.0014435, -0.2333234,   107
         P02973,      27.78,  0.3786024,      53.47,  0.4649161,      22.22,  0.3719707,       9.03,  0.2976785,      13.89,  0.3361826,      21.53,  0.3772226,       3.47,  0.3091004,  0.0222703, -0.2732948,   144
         P21457,      23.88,  0.2777765,      52.74,  0.5175667,      49.25,  0.4081931,      12.94,  0.2885402,       5.47,  0.2886616,      14.93,  0.3203653,      23.88,  0.3501838,  0.1202699, -0.0152118,   201
         Q8L5C6,       8.76,  0.1552379,      14.96,  0.3222695,       0.00,  0.0931396,       4.01,  0.1953968,       0.00,  0.1971668,       7.30,  0.2061038,       1.46,  0.1793624,  0.2385163, -0.1341805,   274
         P04062,       8.85,  0.1652323,      10.87,  0.3076836,       3.42,  0.1416289,       3.82,  0.1767962,       2.01,  0.1693811,       5.03,  0.1820101,       0.80,  0.1668506,  0.2290625, -0.2100194,   497
         Q62230,      23.53,  0.2352858,      19.33,  0.3503645,       0.00,  0.1971707,      10.92,  0.2246118,       0.00,  0.2015101,      18.49,  0.2718760,       5.88,  0.2139414,  0.1585157, -0.1613827,   119
         P27616,      23.28,  0.2729303,      24.59,  0.3604774,      14.43,  0.2376792,      15.08,  0.2294541,       9.84,  0.2392728,      14.43,  0.2342946,      15.41,  0.2623515,  0.1239393, -0.1200191,   305
         P12823,      24.37,  0.2739115,      22.34,  0.3663623,      17.26,  0.2892272,      10.91,  0.2731981,       9.90,  0.3067577,       7.87,  0.2094347,       3.05,  0.2382774,  0.1223162, -0.1589379,   394
         Q01770,       8.46,  0.1713995,      10.11,  0.3025416,       2.76,  0.1623605,       1.10,  0.1431872,       0.00,  0.1623883,       3.12,  0.1636018,       0.00,  0.1571864,  0.2261102, -0.2484566,   544
         O77404,      11.11,  0.2133284,      17.36,  0.3209647,       2.08,  0.1721991,      11.11,  0.1997833,       3.47,  0.1778104,      21.53,  0.2689386,       7.64,  0.1968043,  0.1781731, -0.2034382,   144
         P22392,       7.28,  0.1991146,      16.56,  0.3092688,       0.00,  0.2000357,       5.96,  0.2126226,       1.99,  0.1865641,       8.61,  0.2186988,       0.66,  0.1877114,  0.1975968, -0.1604460,   151
         P09955,      12.41,  0.2023132,      22.28,  0.3420597,       3.54,  0.1568946,       2.28,  0.1855620,       1.27,  0.2033355,      11.14,  0.2368317,       0.76,  0.1950171,  0.1921983, -0.0778000,   395
         P25774,       6.45,  0.1086602,      14.29,  0.3412761,       0.00,  0.1610010,       5.53,  0.1861502,       0.00,  0.1729295,       6.45,  0.1867348,       2.30,  0.1659584,  0.2824245, -0.1192680,   217
         P00805,      11.96,  0.2135851,      23.31,  0.3778759,       0.00,  0.2500445,       5.83,  0.2640937,       7.98,  0.3323779,       9.51,  0.2391626,       0.00,  0.2378493,  0.1840248, -0.1929978,   326
         P15311,      15.88,  0.2094701,      10.47,  0.2880046,       3.38,  0.2013427,       4.39,  0.1707899,       0.00,  0.1554087,       9.46,  0.1914145,       3.04,  0.1691813,  0.1845264, -0.0817080,   296
         P02789,      10.64,  0.1630219,      21.28,  0.3694003,       4.86,  0.2534580,       2.74,  0.1985678,       1.22,  0.2279684,       6.38,  0.1880327,       0.00,  0.1911652,  0.2327334, -0.1472777,   329
         P09142,      10.96,  0.1454568,      14.47,  0.3227027,       2.63,  0.1215611,       3.07,  0.1535702,       0.00,  0.1675393,      14.47,  0.2396096,       1.75,  0.1714798,  0.2500847, -0.1152609,   228
         Q9H0M0,       1.07,  0.0983181,       3.21,  0.2345525,       2.41,  0.1424628,       2.14,  0.1005457,       0.00,  0.0811683,       5.61,  0.1423322,       0.53,  0.1094860,  0.2975341, -0.1556779,   374
         P02588,      63.58,  0.5981719,      74.07,  0.5857693,      75.93,  0.6191186,      20.37,  0.3989556,      27.16,  0.4217238,      47.53,  0.5127212,      59.88,  0.5227434, -0.1958623,  0.0818823,   162
         P0A3R9,      30.09,  0.3040266,      38.05,  0.4182656,      12.39,  0.2273789,      13.27,  0.2650523,       6.19,  0.2966392,      28.32,  0.3707711,      12.39,  0.2757925,  0.0934417, -0.2735947,   113
         P20339,       1.18,  0.1905098,      12.94,  0.3386300,       1.76,  0.1973919,       3.53,  0.1785253,       0.00,  0.1698858,      13.53,  0.2162628,       0.59,  0.1823023,  0.2119191, -0.1888498,   170
         P37028,      17.14,  0.2512639,      22.45,  0.3503935,       4.90,  0.2343741,       6.12,  0.2745894,       2.45,  0.2788850,       8.16,  0.2035454,       1.22,  0.2264463,  0.1463548, -0.1867658,   245
         P17802,      13.78,  0.2074810,       9.33,  0.2933186,       2.22,  0.1524383,       4.44,  0.1614965,       0.00,  0.1627173,       9.78,  0.1970745,       4.00,  0.1703480,  0.1897426, -0.1711628,   225
         P30617,      11.93,  0.1641219,      11.93,  0.2971334,       0.00,  0.0644659,       9.17,  0.2110285,       1.83,  0.1815055,      19.27,  0.2541917,       2.75,  0.1846635,  0.2294123, -0.1511462,   109
         P09989,      13.36,  0.2384431,       7.29,  0.3066689,       0.00,  0.0965955,       4.05,  0.1340397,       0.00,  0.1375094,       6.88,  0.2003279,       0.00,  0.1694981,  0.1619774, -0.2352017,   247
         Q02567,      26.05,  0.3138088,      29.69,  0.4141906,      19.89,  0.3299629,      17.09,  0.2976924,      17.09,  0.3363601,      15.69,  0.2729629,      22.41,  0.3274963,  0.0842860, -0.2066168,   357
         P54562,       0.64,  0.1366112,      13.38,  0.3291183,       0.00,  0.1377097,       7.01,  0.2239994,       0.00,  0.1905947,       9.55,  0.2063805,       1.91,  0.1811173,  0.2623668, -0.1478083,   157
         P20701,      12.85,  0.1621248,      25.70,  0.3814606,      11.17,  0.2333091,       3.35,  0.1580363,       0.00,  0.1409171,      11.73,  0.2496214,       0.00,  0.1820268,  0.2327258, -0.1698022,   179
         P11215,      19.07,  0.2585359,      21.13,  0.3692659,       0.00,  0.2717480,       8.76,  0.2775449,       6.19,  0.2517670,       7.73,  0.2301838,       2.06,  0.2312162,  0.1406910, -0.1257542,   194
         P31417,      18.32,  0.2390752,      42.75,  0.4955735,      32.06,  0.3557910,      20.61,  0.3110664,      10.69,  0.3183373,      34.35,  0.3630482,      11.45,  0.2878502,  0.1608571, -0.1264850,   131
         Q9QYY1,      17.53,  0.2291054,       3.90,  0.3272558,       3.90,  0.2598841,      12.99,  0.2267455,       3.90,  0.1724665,       8.44,  0.2214066,       0.00,  0.1961634,  0.1718466, -0.2213251,   154
         p31490,      21.71,  0.3187542,      23.26,  0.3573885,      12.40,  0.2973057,      10.08,  0.2415993,       0.00,  0.2282159,      21.71,  0.3110477,       7.75,  0.2428342,  0.0815565, -0.1563033,   129
         O57385,       0.82,  0.1406364,      27.87,  0.4054998,       0.00,  0.3283258,       7.38,  0.1142074,       0.00,  0.0526387,      12.30,  0.2160468,       0.00,  0.1548382,  0.2577099,  0.0331557,   122
