         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         O00092,      21.51,  0.2898468,      18.06,  0.3502346,       2.58,  0.1842930,       2.80,  0.1942085,       1.51,  0.2070144,      10.32,  0.2241019,       0.86,  0.2109011,  0.1077857, -0.2028033,   465
         A2TBB4,       8.68,  0.1762792,      13.02,  0.3312101,       0.00,  0.1223795,       1.95,  0.2132292,       0.65,  0.2355128,       6.07,  0.2087887,       0.87,  0.1941700,  0.2207535, -0.0774609,   461
         Q9KJX5,       9.16,  0.1684159,      13.19,  0.3358587,       0.00,  0.1517690,       4.21,  0.2121599,       2.75,  0.2368375,       4.21,  0.1961179,       1.65,  0.1915649,  0.2256511, -0.1540956,   546
         A1YYW7,      24.87,  0.3533636,      27.37,  0.4175770,      15.38,  0.3067388,      11.27,  0.2996820,      15.56,  0.3593035,      10.91,  0.2527038,       4.29,  0.2804385,  0.0463150, -0.1879561,   559
         P78330,      27.56,  0.2993490,      20.00,  0.3473085,      10.67,  0.2480847,       3.56,  0.2049832,       3.56,  0.1984770,      10.67,  0.2377227,       2.22,  0.2146400,  0.1004092, -0.2016740,   225
         A0QJI1,      37.23,  0.3956021,       5.11,  0.2799238,       0.49,  0.1890539,       3.41,  0.1578396,       1.46,  0.1881690,       4.62,  0.1843989,       3.16,  0.2009889,  0.0044531, -0.3001552,   411
         W8PF21,      27.56,  0.3166884,      15.08,  0.3219981,       6.76,  0.1664894,       9.88,  0.2218667,       8.49,  0.2444383,       8.32,  0.2094736,       4.85,  0.2190775,  0.0815485, -0.1954653,   577
         Q9X0E0,      46.53,  0.4581803,      22.36,  0.3524444,      11.48,  0.2619407,       5.44,  0.2308825,       3.02,  0.2298817,       8.16,  0.2464927,       2.72,  0.2529803, -0.0574900, -0.2057880,   331
         Q9EYQ2,       5.70,  0.1069223,      17.49,  0.3208433,       1.52,  0.1270675,       5.51,  0.1732232,       4.18,  0.1929324,       6.27,  0.2029862,       2.66,  0.1661512,  0.2829669, -0.1409971,   526
         P56680,      19.90,  0.2442886,      15.92,  0.3505695,       8.21,  0.2463604,       7.21,  0.2390268,       8.71,  0.2737843,       5.47,  0.1958667,       4.23,  0.2583161,  0.1527326, -0.0825687,   402
         P37700,      10.48,  0.1466791,      22.90,  0.3546760,       4.14,  0.1655588,       8.00,  0.2102385,       5.52,  0.2404662,       7.45,  0.2190181,       3.72,  0.1951797,  0.2439495, -0.1133251,   725
         P26222,      31.75,  0.3592499,      46.26,  0.4782989,      19.27,  0.2861448,      20.86,  0.3487293,      32.65,  0.4412721,      30.16,  0.3640063,      26.30,  0.3796168,  0.0399149, -0.1755127,   441
         P26221,      22.16,  0.2953762,      28.75,  0.4102009,      18.86,  0.2773927,      17.95,  0.3295259,      28.86,  0.3820115,      13.98,  0.2774290,      17.16,  0.3286561,  0.1015380, -0.0784262,   880
         P17901,       5.05,  0.1053898,       8.42,  0.2729802,       0.00,  0.0574785,       0.84,  0.1490493,       0.21,  0.1567346,       3.16,  0.1683667,       0.63,  0.1420868,  0.2881636, -0.1611430,   475
         P16218,      14.78,  0.1921995,      19.89,  0.3387704,       9.11,  0.1732645,       6.56,  0.1921025,       6.56,  0.2230254,      11.11,  0.2167528,       9.11,  0.2226858,  0.2025759, -0.1035573,   900
         P14090,      41.05,  0.4208495,      23.07,  0.3873465,       9.45,  0.2964576,      13.35,  0.3085434,      23.07,  0.3841093,       7.72,  0.2468990,       7.45,  0.2912912, -0.0218051, -0.1560117,  1101
         P10477,      15.85,  0.2197578,      12.90,  0.3029231,       1.97,  0.1325188,       5.65,  0.1889483,       5.28,  0.2186594,       3.56,  0.1894025,       2.33,  0.1866152,  0.1785068, -0.1777489,   814
         P0C2S4,       6.08,  0.1524578,      13.76,  0.3217210,       3.36,  0.1121463,       2.24,  0.1997373,       3.20,  0.2183152,       6.40,  0.1995808,       0.96,  0.1819687,  0.2426226, -0.1243229,   625
         P07981,      36.17,  0.3794837,      52.29,  0.5278330,      24.40,  0.3678595,      12.85,  0.2687390,      14.60,  0.3274672,      35.29,  0.4044644,      18.52,  0.3179978,  0.0178994, -0.1222286,   459
         P06564,      31.12,  0.3453637,      21.62,  0.3747656,       7.12,  0.2519790,      11.38,  0.3057301,      18.12,  0.3766806,      12.50,  0.2531394,      11.50,  0.3179432,  0.0547426, -0.0309480,   800
         O77044,       9.38,  0.1503038,      20.98,  0.3553512,       8.71,  0.1398542,       7.14,  0.2029955,       6.25,  0.2284904,       7.59,  0.2292483,       1.56,  0.1943982,  0.2447158, -0.1150548,   448
     A0A3G1GM07,       9.21,  0.1581066,      17.15,  0.3025040,       5.65,  0.1302873,       7.32,  0.1773122,       5.44,  0.1758296,      10.04,  0.2031777,       5.02,  0.1694884,  0.2368305, -0.0638907,   478
         Q9ZFM2,      16.07,  0.2027246,      12.70,  0.2832846,       6.94,  0.1839305,       6.55,  0.1575468,       2.78,  0.1440873,       4.96,  0.1702960,       2.78,  0.1596565,  0.1928061, -0.1583506,   504
         Q97DM1,       4.69,  0.1031877,      12.20,  0.3064908,       0.00,  0.1332999,       1.50,  0.1838158,       1.88,  0.1910627,       3.38,  0.1628643,       0.00,  0.1579034,  0.2876563, -0.0780135,   533
         Q5BAS1,      16.81,  0.2397445,      14.57,  0.3343982,       2.74,  0.1756615,       1.87,  0.2328339,       6.97,  0.2763276,       3.99,  0.1975305,       0.75,  0.2134724,  0.1579344, -0.1343843,   803
         Q2I2N4,       6.85,  0.1268728,       6.85,  0.2706001,       0.00,  0.1119366,       1.37,  0.1671914,       0.59,  0.1711574,       2.74,  0.1483109,       0.39,  0.1473555,  0.2673277, -0.1479199,   511
         P36906,      11.60,  0.1742975,      13.40,  0.2900903,       0.00,  0.1565685,       3.00,  0.1710662,       2.00,  0.1706899,       5.60,  0.1748263,       1.40,  0.1634951,  0.2209425, -0.0750612,   500
         P07129,       6.36,  0.1351294,      11.21,  0.3086579,       0.37,  0.1346478,       3.36,  0.2121568,       1.50,  0.1997632,       4.49,  0.1701654,       1.50,  0.1709789,  0.2588267, -0.1014551,   535
         B5YB78,       9.36,  0.1310877,       6.37,  0.2544499,       0.00,  0.1368349,       2.19,  0.1312082,       0.00,  0.1257739,       3.78,  0.1370605,       1.00,  0.1299300,  0.2624956, -0.1328007,   502
     A0A4V8GZZ0,      10.70,  0.1557715,      11.07,  0.3133308,       0.74,  0.1543936,       2.95,  0.2108191,       1.29,  0.2004514,       5.17,  0.1751031,       1.48,  0.1759127,  0.2403182, -0.0913646,   542
     A0A380YKU1,      15.56,  0.1893148,       8.78,  0.2877218,       0.00,  0.1407391,       1.13,  0.1642693,       0.50,  0.1750134,       4.52,  0.1695999,       0.38,  0.1643198,  0.2039734, -0.1944720,   797
         V7CU13,      34.97,  0.3941126,      14.11,  0.3203223,       8.59,  0.2213927,       5.21,  0.2188134,       4.91,  0.2418808,       6.13,  0.2304141,       0.00,  0.2342574,  0.0059573, -0.2362727,   326
         Q9ZLB9,      19.88,  0.2874058,      21.08,  0.3635329,       0.00,  0.1910423,       3.31,  0.2020591,       0.60,  0.2265738,       8.43,  0.2338587,       0.90,  0.2189051,  0.1127908, -0.2442503,   332
         Q7WWK9,      33.24,  0.3630997,      20.06,  0.3546942,      11.46,  0.2457056,       2.87,  0.1893318,       0.57,  0.2186702,      10.03,  0.2549602,      12.32,  0.2710771,  0.0360577, -0.2803819,   349
         Q7L266,      43.51,  0.4380496,      21.43,  0.4008629,      22.08,  0.3184812,      15.91,  0.2987082,      12.66,  0.3443389,      13.64,  0.2921392,      20.13,  0.3487634, -0.0378938, -0.2066861,   308
         Q0PC96,      14.50,  0.2071949,      10.57,  0.3096831,       6.95,  0.2188010,       3.32,  0.1393100,       0.00,  0.1369084,       5.44,  0.1817245,       1.21,  0.1624701,  0.1903951, -0.2752198,   331
         P10172,      26.28,  0.3010569,      13.29,  0.3349503,       0.60,  0.1520365,       3.02,  0.2090445,       0.60,  0.2484078,      10.27,  0.2307993,       2.11,  0.2207098,  0.0964375, -0.2408801,   331
         P00805,      14.08,  0.2305907,      22.13,  0.3655764,       0.00,  0.2388607,       4.60,  0.2381209,       7.18,  0.3026881,       6.90,  0.2308901,       0.29,  0.2279777,  0.1669782, -0.2221599,   348
         H0W0T5,      28.67,  0.3384255,      24.25,  0.3647566,      16.99,  0.3052236,       4.42,  0.1925248,       2.65,  0.2219463,       7.96,  0.2466117,       3.89,  0.2273775,  0.0624682, -0.2687873,   565
     A0A377K0N3,      13.09,  0.2241795,      21.73,  0.3614604,       0.00,  0.2332391,       5.01,  0.2411806,       7.52,  0.3048300,       7.80,  0.2260560,       0.56,  0.2262845,  0.1732356, -0.2231091,   359
     A0A376KNM9,      13.09,  0.2231569,      21.73,  0.3626492,       0.00,  0.2333486,       5.01,  0.2411606,       7.52,  0.3051424,       7.80,  0.2269860,       0.56,  0.2265159,  0.1743498, -0.2202387,   359
         Q8A6L0,      12.84,  0.2049194,      12.84,  0.3103184,       1.81,  0.1787691,       3.02,  0.1877873,       0.76,  0.1962526,       3.17,  0.1793278,       0.00,  0.1797676,  0.1916036, -0.1445850,   662
         Q03PP7,       8.28,  0.1657228,      12.89,  0.3171468,       1.90,  0.1143138,       6.51,  0.2332784,       5.02,  0.2403661,       3.26,  0.1817465,       1.22,  0.1897100,  0.2332053, -0.0901439,   737
         P06280,       6.53,  0.1187350,       5.83,  0.2542991,       0.00,  0.1460741,       3.50,  0.1461969,       0.47,  0.1311049,       6.53,  0.1614897,       0.93,  0.1353042,  0.2741109, -0.1631032,   429
         G4FEF4,      22.83,  0.2657751,      13.95,  0.3090666,      11.41,  0.2551358,       1.99,  0.1745243,       0.18,  0.1684255,       5.98,  0.1909335,       2.90,  0.1847875,  0.1302716, -0.1126193,   552
     A0A2Z4HIN9,      21.26,  0.2942440,      17.38,  0.3418347,       2.41,  0.1698946,       4.55,  0.2405530,       5.08,  0.2759323,       6.28,  0.2122774,       2.14,  0.2274736,  0.1046196, -0.1548277,   748
         Q9L794,      22.02,  0.2931110,      10.78,  0.2983437,       0.46,  0.1980697,      11.01,  0.1950543,       1.38,  0.1827146,       6.42,  0.1890841,       2.29,  0.1930514,  0.1049858, -0.1518360,   436
         Q9H227,       7.89,  0.1283693,      15.57,  0.2865566,       2.35,  0.1399026,       3.84,  0.1673425,       0.43,  0.1459086,       3.62,  0.1692453,       0.64,  0.1495704,  0.2641221, -0.1241666,   469
         Q8T0W7,      14.26,  0.1749779,      11.85,  0.2916327,       3.61,  0.1025200,       1.81,  0.1757049,       1.20,  0.1888467,       3.41,  0.1799735,       1.20,  0.1685226,  0.2208228, -0.0864577,   498
         Q8L7J2,       4.41,  0.1202881,       8.06,  0.2776048,       0.38,  0.1041854,       1.73,  0.1398971,       0.19,  0.1445979,       2.69,  0.1628530,       1.34,  0.1408735,  0.2750708, -0.1753494,   521
         Q7XSK0,       9.70,  0.1640191,      15.45,  0.2974970,       0.00,  0.1262251,       1.78,  0.1643658,       1.98,  0.1706131,       3.17,  0.1832665,       1.19,  0.1632936,  0.2316832, -0.1206038,   505
         Q75I93,       6.75,  0.1359885,      12.70,  0.2814734,       0.00,  0.0491738,       1.79,  0.1619107,       1.19,  0.1630584,       1.98,  0.1706955,       0.20,  0.1521877,  0.2574887, -0.1335803,   504
         Q59976,      13.57,  0.2383476,      19.42,  0.3399873,       2.92,  0.1701945,      12.53,  0.2809427,      15.66,  0.3302747,       6.47,  0.2094909,       5.64,  0.2331739,  0.1599807, -0.1162219,   479
         Q53EH2,       8.76,  0.1385635,      10.56,  0.2694619,       0.00,  0.1083685,       2.02,  0.1434727,       0.22,  0.1383981,       4.72,  0.1667118,       1.35,  0.1427681,  0.2556303, -0.0832796,   445
         Q2UUD6,      14.87,  0.2252102,      20.09,  0.3412120,       4.41,  0.1627532,       8.83,  0.2638701,       9.06,  0.3136996,       4.99,  0.1943768,       2.79,  0.2230612,  0.1734777, -0.1194032,   861
         Q0GMU3,      20.82,  0.2627037,      20.62,  0.3406851,       7.63,  0.1921324,      11.13,  0.2373192,       7.84,  0.2518359,       9.48,  0.2258849,      10.72,  0.2517602,  0.1332683, -0.1312827,   485
         Q08638,       5.16,  0.1127752,      10.31,  0.2556245,       0.00,  0.1048771,       1.79,  0.1409399,       0.22,  0.1277035,       4.48,  0.1576938,       1.57,  0.1324563,  0.2814601, -0.1214058,   446
         P26208,       1.79,  0.0913571,      16.07,  0.3155211,       0.00,  0.1370823,       1.79,  0.1487339,       0.00,  0.1408095,       5.36,  0.1857990,       0.45,  0.1470368,  0.3031980, -0.1051522,   448
         D2PL27,      21.25,  0.2548221,       6.94,  0.2599073,       0.22,  0.1334912,       3.36,  0.1910819,       1.34,  0.2016246,       4.70,  0.1655098,       1.79,  0.1788242,  0.1420737, -0.1416029,   447
         A7LXU3,      14.50,  0.2069151,       9.29,  0.3021867,       0.00,  0.1852372,       2.93,  0.1809201,       2.80,  0.2104933,       4.07,  0.1722426,       1.78,  0.1787931,  0.1891649, -0.1589595,   786
     A0A2I4PGZ0,      13.28,  0.1764501,      12.63,  0.2873528,       0.00,  0.1400464,       3.43,  0.1698018,       1.50,  0.1784859,       5.14,  0.1846429,       2.57,  0.1661223,  0.2193186, -0.1263074,   467
         Q9KWY6,       8.93,  0.1314090,       6.92,  0.2898044,       0.00,  0.0814603,       2.73,  0.1843392,       2.37,  0.1868493,       2.19,  0.1693697,       0.36,  0.1602953,  0.2588937, -0.1225897,   549
         Q8A1G3,       9.10,  0.1516429,      26.88,  0.3591925,       3.47,  0.1598546,       5.20,  0.2239620,       7.80,  0.2483449,       9.39,  0.2353314,       4.05,  0.2030790,  0.2402657, -0.0556782,   692
         P56634,      12.53,  0.1982604,      23.14,  0.3553492,       2.34,  0.1840098,       8.28,  0.2692692,       8.70,  0.2950095,      12.10,  0.2432330,       6.58,  0.2268535,  0.1999464, -0.0826952,   471
         P56271,      13.64,  0.1890873,      25.00,  0.3402595,      10.54,  0.1812469,       1.86,  0.1709454,       0.00,  0.1735377,      12.81,  0.2454396,       0.62,  0.1865450,  0.2044615, -0.1392446,   484
         P29957,       5.38,  0.1335336,      15.55,  0.3248842,       0.00,  0.0921723,       2.69,  0.2335704,       3.44,  0.2748566,       2.09,  0.1878087,       0.15,  0.1924422,  0.2605706, -0.1053797,   669
         P06279,       8.74,  0.1293831,       7.29,  0.2796252,       0.00,  0.0806397,       2.37,  0.1758584,       1.82,  0.1742853,       2.00,  0.1642842,       0.00,  0.1539061,  0.2613528, -0.1235650,   549
         P06278,      10.16,  0.1482358,      13.28,  0.3244081,       0.00,  0.0884458,       4.30,  0.2277080,       4.69,  0.2385712,       3.32,  0.1944081,       0.39,  0.1888886,  0.2430277, -0.0619855,   512
         P04746,       2.35,  0.0882155,      11.94,  0.2817568,       0.00,  0.0880682,       2.35,  0.1730326,       1.96,  0.1902922,       4.70,  0.1785933,       0.39,  0.1519817,  0.3049988, -0.1377490,   511
         P00693,       5.25,  0.1420494,       9.59,  0.2779498,       0.00,  0.0973424,       2.97,  0.1826626,       2.97,  0.1872845,       2.97,  0.1622856,       1.37,  0.1587053,  0.2538247, -0.1874380,   438
         P00692,      12.65,  0.1766687,      17.90,  0.3471949,       0.00,  0.1375929,       7.98,  0.2685428,       9.73,  0.2842727,       4.86,  0.2157819,       2.53,  0.2154101,  0.2173767, -0.0476199,   514
         P00691,       9.86,  0.2030897,      22.15,  0.3885325,       1.37,  0.1748490,       8.95,  0.3142969,      16.54,  0.3626407,       5.16,  0.2390862,       2.73,  0.2512743,  0.1947865, -0.0823763,   659
         P00690,       5.28,  0.1235465,       8.22,  0.2760284,       0.00,  0.0898522,       1.37,  0.1666650,       0.39,  0.1813408,       4.89,  0.1728820,       0.59,  0.1534105,  0.2703609, -0.1645883,   511
         P49902,      21.75,  0.2335985,      27.45,  0.3568855,      13.01,  0.2298766,      10.16,  0.1993778,       8.20,  0.1874935,      11.94,  0.2364615,      18.18,  0.2406156,  0.1628193, -0.1069972,   561
         S7Q6I2,       8.93,  0.1445311,       5.19,  0.2444920,       0.00,  0.0646013,       1.15,  0.1363185,       0.00,  0.1464426,       3.75,  0.1545405,       0.00,  0.1377207,  0.2487974, -0.1866834,   347
         Q8L5C6,       9.21,  0.1534483,      14.14,  0.3133303,       0.00,  0.0989984,       1.97,  0.1691270,       0.00,  0.1717236,       4.61,  0.1924745,       0.99,  0.1666840,  0.2410386, -0.1841773,   304
         Q60037,      19.83,  0.2325624,      15.68,  0.3227926,       4.15,  0.1848045,       1.79,  0.2176840,       2.08,  0.2393794,       5.10,  0.1922231,       0.38,  0.2007737,  0.1626169, -0.1105933,  1059
         Q59675,      19.64,  0.2589215,      24.42,  0.4098233,      15.18,  0.1973229,       5.94,  0.2274277,       4.95,  0.2862632,      19.97,  0.2790725,      17.33,  0.2764716,  0.1415841, -0.1626336,   606
         P77853,      13.33,  0.2192814,      16.94,  0.3371930,       7.22,  0.1064519,       7.22,  0.2079859,       7.78,  0.2558452,      15.56,  0.2577160,       8.89,  0.2130036,  0.1753259, -0.1497978,   360
         P55329,      15.17,  0.2093054,      32.70,  0.3913646,       6.16,  0.1421147,       2.84,  0.1848488,       1.42,  0.1924207,      20.85,  0.2973196,       2.84,  0.2125432,  0.1842733, -0.1656180,   211
         P54865,      45.65,  0.4496415,      57.76,  0.5688651,      35.87,  0.4018995,      24.69,  0.3794533,      41.46,  0.4671693,      42.86,  0.4813754,      39.60,  0.4580675, -0.0487916, -0.1351363,   644
         P51584,      14.95,  0.2051194,      17.73,  0.3267890,       5.20,  0.1415607,       4.55,  0.2011527,       5.29,  0.2425066,       5.29,  0.1976733,       2.41,  0.1955403,  0.1902273, -0.1329273,  1077
         P45796,      23.78,  0.2711515,      14.80,  0.3350612,       0.00,  0.1178013,       2.83,  0.2388588,       7.40,  0.2716022,       4.57,  0.2096997,       1.89,  0.2210623,  0.1231442, -0.1963471,   635
         P40943,      14.50,  0.2063602,      14.50,  0.3261010,       0.00,  0.1873827,       3.69,  0.2333756,       1.97,  0.2385318,       7.37,  0.1950105,       1.47,  0.1998965,  0.1910989, -0.0946398,   407
         P33557,      18.01,  0.2286328,      31.75,  0.3893800,       6.16,  0.1427461,       2.84,  0.1863777,       1.42,  0.1961738,      21.80,  0.3017192,       2.84,  0.2170473,  0.1653160, -0.1614566,   211
         P26514,      23.06,  0.2737701,      24.95,  0.3697163,       6.08,  0.1602659,       7.76,  0.2656262,       7.97,  0.3128643,       9.01,  0.2503975,       5.03,  0.2453957,  0.1250088, -0.1493799,   477
         P10478,      21.03,  0.2619030,      17.56,  0.3338133,       2.87,  0.1563601,       6.93,  0.2182086,       7.05,  0.2469376,      12.31,  0.2271037,       5.97,  0.2146609,  0.1344642, -0.1604834,   837
         P07528,      19.44,  0.2592882,      13.89,  0.3315521,       0.00,  0.2150643,       6.06,  0.2625461,       9.85,  0.2921433,       6.06,  0.1976443,       3.28,  0.2238623,  0.1407679, -0.0114203,   396
         O69231,      17.17,  0.2574306,      18.67,  0.3177766,       0.00,  0.1339451,       5.72,  0.2438509,       3.01,  0.2445866,       9.94,  0.2101966,       3.61,  0.2123069,  0.1409534, -0.0418852,   332
         O52780,      24.16,  0.2735473,      31.33,  0.4060999,      14.79,  0.2355168,      13.76,  0.2960926,      18.16,  0.3586297,      19.33,  0.3001209,      15.96,  0.3116679,  0.1241320, -0.1595727,   683
         E4Q2A4,      21.07,  0.2308006,      11.87,  0.3049385,       4.75,  0.2095694,       2.97,  0.1587148,       0.30,  0.1637341,       4.45,  0.1819871,       1.78,  0.1733626,  0.1649116, -0.0380744,   337
         C6CRV0,      17.44,  0.2445867,      23.12,  0.3726955,       7.87,  0.1834760,       8.41,  0.2571195,      14.09,  0.3237900,       8.82,  0.2308344,       8.82,  0.2687504,  0.1528287, -0.1393612,  1462
         B4XVN1,      28.66,  0.3121511,      27.37,  0.3781912,      14.44,  0.2158667,       9.70,  0.2963163,      14.01,  0.3516222,      11.42,  0.2387343,      12.93,  0.2988138,  0.0852254, -0.1350983,   464
         A2QFV7,      16.82,  0.2190403,      14.68,  0.3373288,       0.00,  0.1343019,       3.06,  0.1991107,       0.61,  0.2095557,       9.48,  0.2301743,       0.00,  0.1992016,  0.1774245, -0.2105458,   327
     A0A140HJ20,      24.02,  0.2898104,      30.62,  0.4387036,      17.15,  0.2436330,      16.77,  0.3136633,      24.52,  0.4002833,      25.29,  0.3445803,      16.52,  0.2978401,  0.1057298, -0.0458577,   787
         Q9KU37,      26.67,  0.3061112,      15.76,  0.3367894,       5.15,  0.2208420,       3.64,  0.2133764,       0.30,  0.2119775,       8.79,  0.2266497,       1.82,  0.2158173,  0.0954396, -0.1793128,   330
         Q9HZK0,      19.28,  0.3142980,      15.06,  0.3413224,       5.72,  0.2387821,       4.82,  0.2233225,       2.11,  0.2381321,       7.83,  0.2275622,       3.01,  0.2241062,  0.0849294, -0.2205780,   332
         Q8ZQ06,      29.03,  0.3603728,      23.17,  0.3888581,      14.66,  0.3137685,      13.78,  0.2728265,      12.02,  0.3079564,      18.77,  0.2780948,       8.50,  0.2680181,  0.0399655, -0.1490372,   341
         Q8J2T0,      13.17,  0.2069580,      16.50,  0.3089921,       2.50,  0.1600846,       3.50,  0.2175902,       5.33,  0.2472344,       5.67,  0.1939694,       0.50,  0.1957907,  0.1878259, -0.0998035,   600
         Q89ZI2,      16.55,  0.2342997,      18.18,  0.3345859,       6.65,  0.2086928,       3.12,  0.2353200,       2.44,  0.2598001,       3.39,  0.1768949,       3.66,  0.2415989,  0.1642093, -0.0957041,   737
         Q5FA94,      24.10,  0.2778420,      18.01,  0.3083321,       7.76,  0.2062635,       3.60,  0.2033769,       0.00,  0.2264914,       7.20,  0.1880553,       1.39,  0.2006830,  0.1221415, -0.2241779,   361
         P40406,      22.90,  0.2947382,      25.08,  0.3909358,      12.93,  0.2798114,       4.21,  0.2579462,       4.83,  0.2953084,       6.54,  0.2223597,       7.48,  0.2901833,  0.1033126, -0.1576353,   642
         P07686,      12.23,  0.1894789,      11.51,  0.2969085,       0.72,  0.1767436,       1.44,  0.1494181,       0.00,  0.1379687,       6.12,  0.1762125,       0.00,  0.1583311,  0.2038902, -0.2003374,   556
         P06865,       6.05,  0.1364162,       5.67,  0.2545251,       3.78,  0.1550790,       1.32,  0.1291874,       0.00,  0.1198697,       3.78,  0.1382758,       0.57,  0.1297123,  0.2590129, -0.1607208,   529
         Q8ZFU4,      16.38,  0.2410088,      10.34,  0.2786986,       0.00,  0.1910445,       3.74,  0.1698144,       0.86,  0.1876292,       5.17,  0.1710748,       2.59,  0.1747043,  0.1576391, -0.2457520,   348
         Q81WF0,      34.35,  0.3759681,      21.96,  0.3620882,       0.00,  0.2575717,      14.49,  0.2842564,      13.55,  0.3267873,       7.94,  0.2237832,       3.74,  0.2621471,  0.0235230, -0.1595605,   428
         P65907,      25.24,  0.3186912,      17.45,  0.3359077,       0.00,  0.2370493,      12.50,  0.2651184,       9.20,  0.3048035,       8.73,  0.2000668,       3.77,  0.2374314,  0.0804595, -0.1388185,   424
         P06204,      20.11,  0.2750806,      10.92,  0.2791978,       0.00,  0.1364351,       3.74,  0.1763767,       0.00,  0.2061224,       7.76,  0.1724086,       2.30,  0.1848644,  0.1253115, -0.2091391,   348
         P05020,      30.17,  0.3403164,      10.06,  0.2837097,       0.00,  0.1653769,       3.45,  0.1957238,       0.00,  0.2339718,       7.47,  0.1836674,       2.30,  0.2062316,  0.0597943, -0.1962816,   348
         O66990,      25.12,  0.3184564,      12.56,  0.3076148,       0.00,  0.2376623,       1.18,  0.2028843,       0.71,  0.2114397,       5.92,  0.1965516,       0.00,  0.2061578,  0.0819037, -0.2237725,   422
         B4EEU0,      20.05,  0.2752905,      14.01,  0.3567459,       6.32,  0.2315368,       8.24,  0.2538912,      10.16,  0.2915406,       8.52,  0.2127766,       5.49,  0.2317075,  0.1253305, -0.2080876,   364
         B1IV40,      30.17,  0.3415415,      10.06,  0.2849208,       0.00,  0.1674932,       3.45,  0.1976465,       0.00,  0.2369081,       7.47,  0.1841577,       2.30,  0.2075292,  0.0592196, -0.1960190,   348
     A0A0H6AFA4,      20.76,  0.2837612,      15.79,  0.3334351,       0.00,  0.2300696,       3.22,  0.2226143,       0.58,  0.2649328,       7.02,  0.1895799,       1.17,  0.2157206,  0.1150701, -0.2114666,   342
         Q9I7A8,      43.45,  0.4827841,      16.07,  0.3452954,      28.57,  0.3553200,      12.50,  0.2764713,       8.33,  0.2914363,      13.69,  0.2788668,       6.55,  0.2791424, -0.0808050, -0.0745006,   168
         Q8DWC2,      18.63,  0.3457604,      19.61,  0.3606673,       0.00,  0.2393344,       8.82,  0.2755833,       5.88,  0.2810008,      12.75,  0.2559526,       1.96,  0.2531607,  0.0544191, -0.1383692,   204
         Q5H3Z2,      36.79,  0.4339244,      12.26,  0.3042406,       0.00,  0.2192161,       1.89,  0.1727910,       0.47,  0.1644726,      10.85,  0.2418898,       0.94,  0.2195531, -0.0336914, -0.2295175,   212
         Q2L8P7,      24.71,  0.2997313,      13.22,  0.3441185,      14.37,  0.3414813,       6.90,  0.1524167,       5.17,  0.1517090,      11.49,  0.2321045,       9.20,  0.2535935,  0.1024668, -0.1640850,   174
         Q2GI30,      29.79,  0.2817451,      20.74,  0.3217086,      18.62,  0.3178875,       5.85,  0.1723101,       0.00,  0.1390471,      18.09,  0.2581519,      13.83,  0.2484751,  0.1119129, -0.1568234,   188
         Q13XB1,      34.46,  0.3543628,      10.17,  0.3267409,       0.00,  0.2174735,       8.47,  0.2808507,       6.78,  0.2829042,      15.25,  0.2656860,       4.52,  0.2517574,  0.0446691, -0.1139794,   177
         P68771,      20.59,  0.2973267,      19.61,  0.3488601,       0.00,  0.2337590,       7.35,  0.2488107,       0.98,  0.2580411,      11.76,  0.2431537,       3.43,  0.2326988,  0.1017230, -0.1487062,   204
         P43522,      65.10,  0.5639166,      32.29,  0.4330457,      49.48,  0.4757090,       4.69,  0.2264416,       0.52,  0.2288808,      19.79,  0.3714680,       2.60,  0.3039588, -0.1622782, -0.1038140,   192
         F4VJS7,      62.72,  0.5948933,      28.40,  0.3870275,      27.81,  0.3945836,       7.10,  0.2310249,       0.00,  0.2441871,      19.53,  0.3374543,       5.92,  0.2990979, -0.1937840, -0.1327129,   169
         B1FPK4,      38.42,  0.3804574,      12.43,  0.3235117,       0.56,  0.2471406,       6.78,  0.2381871,       0.56,  0.2343691,      16.95,  0.2648112,       3.95,  0.2402228,  0.0178330, -0.1479758,   177
     A0A1C7BES9,      51.96,  0.4702532,      26.26,  0.3844405,      15.64,  0.3508603,       7.82,  0.2953414,       3.35,  0.3073066,      16.20,  0.2872468,       3.91,  0.2907648, -0.0678328, -0.1152658,   179
     A0A128NM93,      44.12,  0.4688244,      18.82,  0.3606583,      15.29,  0.3178119,       8.24,  0.2208659,       0.00,  0.2089734,      18.82,  0.2900583,      11.18,  0.3111987, -0.0680809, -0.1972762,   170
     A0A0J1A8B1,      62.50,  0.5881938,      23.86,  0.3888896,      32.95,  0.4221462,       7.95,  0.2782170,       6.25,  0.2955255,      17.05,  0.3259740,      15.34,  0.3831577, -0.1859052, -0.1368033,   176
     A0A0H3KPJ9,      27.68,  0.3373916,      12.43,  0.3280876,       0.00,  0.2438770,       7.34,  0.2351570,       0.00,  0.2251690,      15.82,  0.2484611,       3.39,  0.2290444,  0.0633132, -0.1565850,   177
